id,text,aspect,sentiment
g187073-d2234111-r233672137:0_1,"situé dans la petite Venise avec terrasse au bord de l'eau, l'endroit semblait idéal pour cette journée passée à Colmar.",endroit,positive
g187073-d2234111-r233672137:1_0,"Puis nous avons été, disons, surpris par l'accueil.",accueil,negative
g187073-d2234111-r233672137:3_0,"Même si le repas fut assez copieux et bon, nous avons pas pris autant de plaisir que le lieu nous laissait espéré.",repas,positive
g187073-d2234111-r233672137:3_1,"Même si le repas fut assez copieux et bon, nous avons pas pris autant de plaisir que le lieu nous laissait espéré.",repas,positive
g187073-d2234111-r233672137:3_2,"Même si le repas fut assez copieux et bon, nous avons pas pris autant de plaisir que le lieu nous laissait espéré.",lieu,negative
g187073-d2346663-r285268023:1_0,"Le service est moyen, les plats également et les prix sont élevés par rapport à la qualité et à la quantité",service,negative
g187073-d2346663-r285268023:1_1,"Le service est moyen, les plats également et les prix sont élevés par rapport à la qualité et à la quantité",plats,negative
g187073-d2346663-r285268023:1_3,"Le service est moyen, les plats également et les prix sont élevés par rapport à la qualité et à la quantité",plats,negative
g187073-d2705770-r280684337:0_0,"Nous sommes habitués de l'établissement depuis 3ans, et le restaurant ne fais que s'améliorer.",restaurant,positive
g187073-d2705770-r280684337:1_0,"La cuisine est travaillée et change régulièrement, le service est très professionnel, attentionné et charmant.",cuisine,positive
g187073-d2705770-r280684337:1_1,"La cuisine est travaillée et change régulièrement, le service est très professionnel, attentionné et charmant.",cuisine,positive
g187073-d2705770-r280684337:1_2,"La cuisine est travaillée et change régulièrement, le service est très professionnel, attentionné et charmant.",service,positive
g187073-d6353467-r248081497:1_0,La chaleur de l'établissement et des serveurs contribuent à un bien-être certain!!,établissement,positive
g187073-d6353467-r248081497:1_1,La chaleur de l'établissement et des serveurs contribuent à un bien-être certain!!,serveurs,positive
g187073-d6353467-r248081497:3_0,La nourriture et le vin proposé étaient succulents.,nourriture,positive
g187073-d6353467-r248081497:3_1,La nourriture et le vin proposé étaient succulents.,vin,positive
g187075-d1324447-r268262547:0_0,Accueil minable !,Accueil,negative
g187075-d1324447-r268262547:1_0,Attente interminable !,Attente,negative
g187075-d1324447-r268262547:3_0,Nous alertons le personnel qui rejette la faute sur nous (insectes venant de l'extérieur).,personnel,negative
g187075-d2494303-r273809197:3_0,L'accueil fait par la patronne est toujours souriant et sympathique et le service dynamique et professionnel.,accueil,positive
g187075-d2494303-r273809197:4_0,Connaissant bien la cuisine de son mari je ne suis pas étonné de la qualité du plat du jour.,plat du jour.,positive
g187075-d2494303-r273809197:4_1,Connaissant bien la cuisine de son mari je ne suis pas étonné de la qualité du plat du jour.,cuisine,positive
g187075-d2494303-r273809197:5_0,"Le cadre vient d'être rafraichi il y a quelques semaines et la maison à colombage qui abrite le restaurant a été rénovée également, bref : Que du positif.",cadre,positive
g187075-d2494303-r273809197:5_1,"Le cadre vient d'être rafraichi il y a quelques semaines et la maison à colombage qui abrite le restaurant a été rénovée également, bref : Que du positif.",maison à colombage,positive
g187075-d3489527-r254992608:0_0,"Petit restaurant au décor soigné, aux tables bien mises.",décor,positive
g187075-d3489527-r254992608:1_0,"L'accueil manque un peu de chaleur, le service qui suivra également.",accueil,negative
g187075-d3489527-r254992608:1_1,"L'accueil manque un peu de chaleur, le service qui suivra également.",service,negative
g187075-d3489527-r254992608:2_0,"Les différents menus à base de ""Mezzés"" se ressemblent, les spécialités sont réussies pour certaines (hoummous, taboulé..), moins réussies pour d'autres comme par exemple la purée d'aubergine assez fade ou ces boulettes ayant un arrière goût ""brûlé"".",menus,negative
g187075-d3489527-r254992608:2_1,"Les différents menus à base de ""Mezzés"" se ressemblent, les spécialités sont réussies pour certaines (hoummous, taboulé..), moins réussies pour d'autres comme par exemple la purée d'aubergine assez fade ou ces boulettes ayant un arrière goût ""brûlé"".",hoummous,positive
g187075-d3489527-r254992608:2_2,"Les différents menus à base de ""Mezzés"" se ressemblent, les spécialités sont réussies pour certaines (hoummous, taboulé..), moins réussies pour d'autres comme par exemple la purée d'aubergine assez fade ou ces boulettes ayant un arrière goût ""brûlé"".",taboulé,positive
g187075-d3489527-r254992608:2_3,"Les différents menus à base de ""Mezzés"" se ressemblent, les spécialités sont réussies pour certaines (hoummous, taboulé..), moins réussies pour d'autres comme par exemple la purée d'aubergine assez fade ou ces boulettes ayant un arrière goût ""brûlé"".",purée d'aubergine,negative
g187075-d3489527-r254992608:2_4,"Les différents menus à base de ""Mezzés"" se ressemblent, les spécialités sont réussies pour certaines (hoummous, taboulé..), moins réussies pour d'autres comme par exemple la purée d'aubergine assez fade ou ces boulettes ayant un arrière goût ""brûlé"".",boulettes,negative
g187075-d3489527-r254992608:4_0,Mention spéciale toutefois à la carte des vins (libanais) et au geste du restaurateur qui a offert une partie des desserts.,carte des vins,positive
g187075-d3489527-r254992608:4_1,Mention spéciale toutefois à la carte des vins (libanais) et au geste du restaurateur qui a offert une partie des desserts.,restaurateur,positive
g187077-d2250282-r285122402:1_0,Excellent restaurant a tout point de vue le service la patronne très agréable les plats excellents le vin très bon !,restaurant,positive
g187077-d2250282-r285122402:1_1,Excellent restaurant a tout point de vue le service la patronne très agréable les plats excellents le vin très bon !,service,positive
g187077-d2250282-r285122402:1_2,Excellent restaurant a tout point de vue le service la patronne très agréable les plats excellents le vin très bon !,patronne,positive
g187077-d2250282-r285122402:1_3,Excellent restaurant a tout point de vue le service la patronne très agréable les plats excellents le vin très bon !,plats,positive
g187077-d2250282-r285122402:1_4,Excellent restaurant a tout point de vue le service la patronne très agréable les plats excellents le vin très bon !,vin,positive
g187077-d2250282-r285122402:2_0,Touristes de passage dans le coin nous y reviendrons sans hésiter une prochaine fois un des meilleurs restaurants fait depuis longtemps,restaurants,positive
g187077-d3912314-r240787952:0_0,"Bar tapas le soir, décoration changeante et parfois approximative.",décoration,neutral
g187077-d3912314-r240787952:1_0,"Les vins sont bons mais pas excellent, les tapas quand il y en a encore sont bonnes, heureusement que le personnel est sympathique.",vins,neutral
g187077-d3912314-r240787952:1_3,"Les vins sont bons mais pas excellent, les tapas quand il y en a encore sont bonnes, heureusement que le personnel est sympathique.",personnel,positive
g187077-d3984325-r265548233:1_0,La déco pourrait être revisité mais l'accueil est bon la prise de commande est rapide et très souriante.,déco,negative
g187077-d3984325-r265548233:1_1,La déco pourrait être revisité mais l'accueil est bon la prise de commande est rapide et très souriante.,accueil,positive
g187077-d3984325-r265548233:2_0,Les plats sont classiques mais corrects avec un prix qui l'est aussi.Vient ensuite l'ambiance musicale qui correspond à l'idée que l'on se fait de ses endroits .,plats,neutral
g187077-d3984325-r265548233:2_1,Les plats sont classiques mais corrects avec un prix qui l'est aussi.Vient ensuite l'ambiance musicale qui correspond à l'idée que l'on se fait de ses endroits .,plats,neutral
g187077-d3984325-r265548233:2_2,Les plats sont classiques mais corrects avec un prix qui l'est aussi.Vient ensuite l'ambiance musicale qui correspond à l'idée que l'on se fait de ses endroits .,plats,neutral
g187077-d3984325-r265548233:2_3,Les plats sont classiques mais corrects avec un prix qui l'est aussi.Vient ensuite l'ambiance musicale qui correspond à l'idée que l'on se fait de ses endroits .,ambiance musicale,neutral
g187077-d3984325-r265548233:3_0,Bonne soirée passé dans ce lieu,lieu,positive
g187079-d3590623-r272464202:0_0,"Viande de boeuf façon chewing gum, frites couleur marron foncé molles et baignant encore dans leur huile.",Viande de boeuf,negative
g187079-d3590623-r272464202:0_1,"Viande de boeuf façon chewing gum, frites couleur marron foncé molles et baignant encore dans leur huile.",frites,negative
g187079-d3590623-r272464202:1_0,Service austère.,Service,negative
g187079-d3724139-r275447636:1_0,"Ensuite, viande pas cuite et frites molles .... ( malade le lendemain)",viande,negative
g187079-d3724139-r275447636:1_1,"Ensuite, viande pas cuite et frites molles .... ( malade le lendemain)",frites,negative
g187079-d817721-r260340034:0_0,"La carte est originale et attractive et les produits de qualité, malheureusement la note est bien trop salée par rapport à l'expérience délivrée.",carte,positive
g187079-d817721-r260340034:0_1,"La carte est originale et attractive et les produits de qualité, malheureusement la note est bien trop salée par rapport à l'expérience délivrée.",produits,positive
g187079-d817721-r260340034:1_0,En effet l'accueil plutôt lourd laisse place à un service manquant d'enthousisame et de sourire.,accueil,negative
g187079-d817721-r260340034:1_1,En effet l'accueil plutôt lourd laisse place à un service manquant d'enthousisame et de sourire.,service,negative
g187079-d817721-r260340034:2_0,"Les plats sont très bons, bien cuisinés et présentés mais les tarifs des vins sont plutôt élevés et au final, la note s'avère en décalage avec l'expérience vécue (plus de 100€ à deux pour 1 entrée/2 plats/1 dessert avec vin et café), dans une ambiance vintage/rustique plutôt réussie, mais gâchée par une musique pop/variét sans lien avec la cadre et le concept, diffusée un peu trop fort pour un restaurant ou l'on souhaite passer un moment de calme et de détente.",plats,positive
g187079-d817721-r260340034:2_1,"Les plats sont très bons, bien cuisinés et présentés mais les tarifs des vins sont plutôt élevés et au final, la note s'avère en décalage avec l'expérience vécue (plus de 100€ à deux pour 1 entrée/2 plats/1 dessert avec vin et café), dans une ambiance vintage/rustique plutôt réussie, mais gâchée par une musique pop/variét sans lien avec la cadre et le concept, diffusée un peu trop fort pour un restaurant ou l'on souhaite passer un moment de calme et de détente.",vins,negative
g187079-d817721-r260340034:2_3,"Les plats sont très bons, bien cuisinés et présentés mais les tarifs des vins sont plutôt élevés et au final, la note s'avère en décalage avec l'expérience vécue (plus de 100€ à deux pour 1 entrée/2 plats/1 dessert avec vin et café), dans une ambiance vintage/rustique plutôt réussie, mais gâchée par une musique pop/variét sans lien avec la cadre et le concept, diffusée un peu trop fort pour un restaurant ou l'on souhaite passer un moment de calme et de détente.",ambiance,positive
g187079-d817721-r260340034:2_4,"Les plats sont très bons, bien cuisinés et présentés mais les tarifs des vins sont plutôt élevés et au final, la note s'avère en décalage avec l'expérience vécue (plus de 100€ à deux pour 1 entrée/2 plats/1 dessert avec vin et café), dans une ambiance vintage/rustique plutôt réussie, mais gâchée par une musique pop/variét sans lien avec la cadre et le concept, diffusée un peu trop fort pour un restaurant ou l'on souhaite passer un moment de calme et de détente.",musique,negative
g187079-d817721-r260340034:2_5,"Les plats sont très bons, bien cuisinés et présentés mais les tarifs des vins sont plutôt élevés et au final, la note s'avère en décalage avec l'expérience vécue (plus de 100€ à deux pour 1 entrée/2 plats/1 dessert avec vin et café), dans une ambiance vintage/rustique plutôt réussie, mais gâchée par une musique pop/variét sans lien avec la cadre et le concept, diffusée un peu trop fort pour un restaurant ou l'on souhaite passer un moment de calme et de détente.",plats,positive
g187079-d817721-r280565787:1_0,"Amateur de fromage, lorsque je suis descendu dans la cave à fromage, en accés illimité, avec plus de 200 fromages à goûter, je me suis cru au paradis pour 32€.",cave à fromage,positive
g187079-d817721-r280565787:2_0,"Ajouter à cela une binne salade aux noix et du pain au figues, au lardons et j'en passe, plus un service sympa, j'ai passé un excellent moment à chaque passage ici (ma 1ère visite en a appelé d'autres).",salade aux noix,positive
g187079-d817721-r280565787:2_1,"Ajouter à cela une binne salade aux noix et du pain au figues, au lardons et j'en passe, plus un service sympa, j'ai passé un excellent moment à chaque passage ici (ma 1ère visite en a appelé d'autres).",service,positive
g187079-d817721-r280565787:3_0,Possibilité de manger des plats à la carte sur la thématique du fromage.,plats,neutral
g187079-d817721-r280565787:4_0,Très belle cave à vin.,cave à vin,positive
g187079-d817721-r280565787:5_0,20/20 pour ce resto,resto,positive
g187087-d1054346-r272330658:0_0,Un restaurant pour une soirée étape très sympa avec une réception accueillante.,restaurant,positive
g187087-d1054346-r272330658:0_1,Un restaurant pour une soirée étape très sympa avec une réception accueillante.,réception,positive
g187087-d1068283-r209933922:0_0,"Nous étions cinq pour repas d'affaire tout c'est très bien passé nous avons tous trouvé nos plats excellents, nous reviendrons avec plaisir.",plats,positive
g187087-d3727373-r237692994:4_0,"Pain du buffet cramé, on nous dit que c'est normal...Une serveuse d'un certain âge très très désagréable et pressée de voir partir les clients, même pas fini l'entrée, on nous emmène le plat, et je ne vous dit pas les réflexions d'un gôut douteux.",Pain,negative
g187087-d3727373-r237692994:4_1,"Pain du buffet cramé, on nous dit que c'est normal...Une serveuse d'un certain âge très très désagréable et pressée de voir partir les clients, même pas fini l'entrée, on nous emmène le plat, et je ne vous dit pas les réflexions d'un gôut douteux.",serveuse,negative
g187091-d1325827-r240732814:2_0,Salle tres bruyante,Salle,negative
g187091-d1325827-r240732814:3_0,Serveuse très spécial,Serveuse,negative
g187091-d1325827-r240732814:4_0,"Repas très moyen pas de sauce même en n en demandant à la serveuse réponse de la serveuse ""ce soir c est la dèche """,Repas,negative
g187091-d1325827-r240732814:4_1,"Repas très moyen pas de sauce même en n en demandant à la serveuse réponse de la serveuse ""ce soir c est la dèche """,Repas,negative
g187091-d1325827-r240732814:4_2,"Repas très moyen pas de sauce même en n en demandant à la serveuse réponse de la serveuse ""ce soir c est la dèche """,serveuse,negative
g187091-d1325827-r240732814:5_0,Repas pas tres bien présenté,Repas,negative
g187091-d1327273-r194284231:0_0,"Service très très long, la patronne qui raconte sa vie alors que le restaurant est bondé et que tout le monde attend, des erreurs dans les plats, du bruit dans les cuisines, etc.",Service,negative
g187091-d1327273-r194284231:0_1,"Service très très long, la patronne qui raconte sa vie alors que le restaurant est bondé et que tout le monde attend, des erreurs dans les plats, du bruit dans les cuisines, etc.",patronne,negative
g187091-d1327273-r194284231:1_0,Nous nous sommes fait livrer plusieurs fois et nous n'avons jamais été déçus mais le service sur place est déplorable...,service,negative
g187091-d1327273-r194284231:2_0,Pourtant les plats sont bons et la déco sympa.,plats,positive
g187091-d1327273-r194284231:2_1,Pourtant les plats sont bons et la déco sympa.,déco,positive
g187091-d2221132-r263477843:2_0,"Menu complet de très bon rapport qualité/prix (produits proposés, cuisson et présentation des assiettes) et service rapide mais il faut améliorer quelques points pour être un bon restaurant : entretien des appareils sanitaires dans la ""salle d'eau"", chaleur de l'accueil et choix des vins proposés (je viens juste de voir sur tripadvisor qu'il s'agissait d'un bar à vins, je n'ai pas compris le concept alors)",Menu,positive
g187091-d2221132-r263477843:2_1,"Menu complet de très bon rapport qualité/prix (produits proposés, cuisson et présentation des assiettes) et service rapide mais il faut améliorer quelques points pour être un bon restaurant : entretien des appareils sanitaires dans la ""salle d'eau"", chaleur de l'accueil et choix des vins proposés (je viens juste de voir sur tripadvisor qu'il s'agissait d'un bar à vins, je n'ai pas compris le concept alors)",Menu,positive
g187091-d2221132-r263477843:2_2,"Menu complet de très bon rapport qualité/prix (produits proposés, cuisson et présentation des assiettes) et service rapide mais il faut améliorer quelques points pour être un bon restaurant : entretien des appareils sanitaires dans la ""salle d'eau"", chaleur de l'accueil et choix des vins proposés (je viens juste de voir sur tripadvisor qu'il s'agissait d'un bar à vins, je n'ai pas compris le concept alors)",produits,positive
g187091-d2221132-r263477843:2_3,"Menu complet de très bon rapport qualité/prix (produits proposés, cuisson et présentation des assiettes) et service rapide mais il faut améliorer quelques points pour être un bon restaurant : entretien des appareils sanitaires dans la ""salle d'eau"", chaleur de l'accueil et choix des vins proposés (je viens juste de voir sur tripadvisor qu'il s'agissait d'un bar à vins, je n'ai pas compris le concept alors)",assiettes,positive
g187091-d2221132-r263477843:2_4,"Menu complet de très bon rapport qualité/prix (produits proposés, cuisson et présentation des assiettes) et service rapide mais il faut améliorer quelques points pour être un bon restaurant : entretien des appareils sanitaires dans la ""salle d'eau"", chaleur de l'accueil et choix des vins proposés (je viens juste de voir sur tripadvisor qu'il s'agissait d'un bar à vins, je n'ai pas compris le concept alors)",service,positive
g187091-d2221132-r263477843:2_5,"Menu complet de très bon rapport qualité/prix (produits proposés, cuisson et présentation des assiettes) et service rapide mais il faut améliorer quelques points pour être un bon restaurant : entretien des appareils sanitaires dans la ""salle d'eau"", chaleur de l'accueil et choix des vins proposés (je viens juste de voir sur tripadvisor qu'il s'agissait d'un bar à vins, je n'ai pas compris le concept alors)",restaurant,negative
g187091-d2221132-r263477843:2_7,"Menu complet de très bon rapport qualité/prix (produits proposés, cuisson et présentation des assiettes) et service rapide mais il faut améliorer quelques points pour être un bon restaurant : entretien des appareils sanitaires dans la ""salle d'eau"", chaleur de l'accueil et choix des vins proposés (je viens juste de voir sur tripadvisor qu'il s'agissait d'un bar à vins, je n'ai pas compris le concept alors)",accueil,negative
g187091-d2221132-r263477843:2_8,"Menu complet de très bon rapport qualité/prix (produits proposés, cuisson et présentation des assiettes) et service rapide mais il faut améliorer quelques points pour être un bon restaurant : entretien des appareils sanitaires dans la ""salle d'eau"", chaleur de l'accueil et choix des vins proposés (je viens juste de voir sur tripadvisor qu'il s'agissait d'un bar à vins, je n'ai pas compris le concept alors)",vins,negative
g187091-d3464501-r235318144:0_0,"Petit restau suggéré par une amie, on ne regrette pas l''expérience !",restau,positive
g187091-d3464501-r235318144:1_0,"Produits frais, plats proposés en fonction de l'arrivage, menu concis mais plats extrêmement savoureux.",Produits,positive
g187091-d3464501-r235318144:1_1,"Produits frais, plats proposés en fonction de l'arrivage, menu concis mais plats extrêmement savoureux.",plats,positive
g187091-d3464501-r235318144:1_2,"Produits frais, plats proposés en fonction de l'arrivage, menu concis mais plats extrêmement savoureux.",menu,neutral
g187091-d3464501-r235318144:1_3,"Produits frais, plats proposés en fonction de l'arrivage, menu concis mais plats extrêmement savoureux.",plats,positive
g187091-d5025303-r276491720:0_0,"Vraiment une adresse à retenir pour les amateurs de viande , une entrecôte qui fond dans la bouche , une sauce simple mais goûteuses et un verre de vin de bonne qualité.",adresse,positive
g187091-d5025303-r276491720:0_1,"Vraiment une adresse à retenir pour les amateurs de viande , une entrecôte qui fond dans la bouche , une sauce simple mais goûteuses et un verre de vin de bonne qualité.",entrecôte,positive
g187091-d5025303-r276491720:0_2,"Vraiment une adresse à retenir pour les amateurs de viande , une entrecôte qui fond dans la bouche , une sauce simple mais goûteuses et un verre de vin de bonne qualité.",sauce,positive
g187091-d5025303-r276491720:0_3,"Vraiment une adresse à retenir pour les amateurs de viande , une entrecôte qui fond dans la bouche , une sauce simple mais goûteuses et un verre de vin de bonne qualité.",vin,positive
g187091-d5025303-r276491720:1_0,Vraiment je recommande chaudement cette adresse.,adresse,positive
g187095-d1872852-r270870454:1_1,Accueil et service sont agréables et efficaces,service,positive
g187095-d1872852-r270870454:2_0,Tous les plats sont bons avec une mention spéciale pour le cassoulet breton,cassoulet breton,positive
g187095-d1872852-r270870454:2_1,Tous les plats sont bons avec une mention spéciale pour le cassoulet breton,plats,positive
g187095-d1872852-r270870454:4_0,Restaurant bondé le midi mieux vaut arriver tôt,Restaurant,negative
g187095-d1954560-r227348486:0_0,"Accueil glacial, à peine installés et la carte en main que l'on vient prendre commande.",Accueil,negative
g187095-d1954560-r227348486:3_0,Je n'appelle pas ça un service digne d'un restaurants.,service,negative
g187095-d1954560-r227348486:4_0,Une viande qui n'est pas cuite comme à notre demande : saignante et non à point comme demandé.,viande,negative
g187095-d1954560-r227348486:7_0,Départ aussi désagréable que l'accueil.,accueil,negative
g187095-d1954560-r227348486:7_1,Départ aussi désagréable que l'accueil.,Départ,negative
g187095-d1954560-r227348486:8_0,Déçus de notre soirée car j'ai connu cette taverne sous de meilleurs jours.,taverne,negative
g187095-d1954560-r227348486:9_0,Beaucoup trop onéreux pour la qualité des plats.,plats,negative
g187095-d1954560-r227348486:10_1,Un rapport qualité/prix qui se passe donc de commentaire.,qualité/prix,neutral
g187095-d2489564-r275289811:0_0,"Nous avons rarement mangé des pizza aussi médiocres... pas cuites, mal garnies,...",pizza,negative
g187095-d3747513-r268495052:0_0,Très bon restaurant .Repas effectué le midi en groupe,restaurant,positive
g187095-d3747513-r268495052:1_0,"Service assez rapide vu le nombre de table,assiette bien remplie,personnel sympa choix suffisant",Service,positive
g187095-d3747513-r268495052:1_1,"Service assez rapide vu le nombre de table,assiette bien remplie,personnel sympa choix suffisant",assiette,positive
g187095-d3747513-r268495052:1_2,"Service assez rapide vu le nombre de table,assiette bien remplie,personnel sympa choix suffisant",personnel,positive
g187095-d3747513-r268495052:2_0,Un resto très sympa,resto,positive
g187103-d1327074-r281100867:0_0,endroit décontracté simple.,endroit,positive
g187103-d1327074-r281100867:4_0,très bonne paella ( pour les connaisseurs ) oui grillée dans le fond comme à Barcelone,paella,positive
g187103-d1327074-r281100867:5_0,tapas copieuses et bonnes,tapas,positive
g187103-d1327074-r281100867:5_1,tapas copieuses et bonnes,tapas,positive
g187103-d1327074-r281100867:6_0,viandes excellentes pour les amateurs,viandes,positive
g187103-d1327074-r281100867:8_0,patron atypique mais à connaître.,patron,positive
g187103-d2329304-r282963974:0_0,"1ère fois que le service n'est pas à la hauteur de la cuisine dans les restos que je fréquente à Rennes, dommage.",service,negative
g187103-d2329304-r282963974:1_0,"Carte des vins sympa, on me refuse de corriger le tir sur un verre de vin servi plus généreusement précédemment (à 5,90€ le verre, le comportement du patron (?) est décevant).",Carte des vins,negative
g187103-d2329304-r282963974:1_1,"Carte des vins sympa, on me refuse de corriger le tir sur un verre de vin servi plus généreusement précédemment (à 5,90€ le verre, le comportement du patron (?) est décevant).",patron,negative
g187103-d2329304-r282963974:1_2,"Carte des vins sympa, on me refuse de corriger le tir sur un verre de vin servi plus généreusement précédemment (à 5,90€ le verre, le comportement du patron (?) est décevant).",verre de vin,negative
g187103-d2329304-r282963974:1_3,"Carte des vins sympa, on me refuse de corriger le tir sur un verre de vin servi plus généreusement précédemment (à 5,90€ le verre, le comportement du patron (?) est décevant).",verre de vin,negative
g187103-d2329304-r282963974:2_0,"La viande est bonne, bien cuite comme demandé.",viande,positive
g187103-d2329304-r282963974:3_0,"Les frites sont molles, dommage aussi, pour un resto qui sert des plats accompagnés de pommes de terre.",frites,negative
g187103-d2329304-r282963974:3_1,"Les frites sont molles, dommage aussi, pour un resto qui sert des plats accompagnés de pommes de terre.",plats,neutral
g187103-d2329304-r282963974:4_0,"Bref une formule à des prix corrects pour centre ville, un vrai potentiel mais absence de sens commerçant et des petits hics qui coincent...dommage encore, surtout de l'avoir fait à un commerçant des métiers de bouche du coin...",formule,neutral
g187103-d2356006-r280461370:0_0,un bon petit resto qui sert d'excellentes pizzas ou d'autres petits plats pour ceux qui préfèrent débuter autre chose,resto,positive
g187103-d2356006-r280461370:0_1,un bon petit resto qui sert d'excellentes pizzas ou d'autres petits plats pour ceux qui préfèrent débuter autre chose,pizzas,positive
g187103-d2356006-r280461370:0_2,un bon petit resto qui sert d'excellentes pizzas ou d'autres petits plats pour ceux qui préfèrent débuter autre chose,plats,positive
g187103-d2356006-r280461370:1_0,service tardif possible : pratique après un bon ciné,service,positive
g187103-d2356006-r280461370:2_0,bon accueil,accueil,positive
