id,text,aspect,sentiment
1032695:1_1,"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.",service,positive
1032695:1_2,"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.",decor,positive
1032695:2_0,I had the duck breast special on my last visit and it was incredible.,duck breast special,positive
1032695:3_0,Can't wait wait for my next visit.,NULL,positive
1041457:1_0,And I hate to say this but I doubt I'll ever go back. ,NULL,negative
1041457:2_0,"The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.",food,negative
1041457:2_1,"The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.",Thai fusion stuff,negative
1041457:2_2,"The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.",NULL,negative
1041457:3_0,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,Grilled Chicken special with Edamame Puree,positive
1041457:4_0,I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).,Edamame pureed,positive
1041457:4_1,I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).,Edamame pureed,positive
1041457:6_0,"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",place,negative
1041457:6_1,"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",decor,positive
1041457:6_2,"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",vent,negative
1053543:2_0,"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!",sake list,positive
1053543:2_1,"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!",NULL,positive
1053543:3_0,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",spicy tuna roll,positive
1053543:3_1,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",rock shrimp tempura,positive
1053543:4_0,We went around 9:30 on a Friday and it had died down a bit by then so the service was great!,service,positive
1055910:0_0,we love th pink pony.,pink pony,positive
1055910:1_0,THe perfect spot.,spot,positive
1055910:2_0,Food-awesome.,Food,positive
1055910:3_0,Service- friendly and attentive.,Service,positive
1055910:4_0,Ambiance- relaxed and stylish.,Ambiance,positive
1055910:5_0,"Don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart.",place,positive
1058221:2_0,the food is decent.,food,neutral
1058221:3_0,"however, it's the service that leaves a bad taste in my mouth.",service,negative
1058221:4_0,"i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a waiter intimidate me, i.e. make me feel bad asking for trivialities like water, or the check.",waiter,negative
1058221:5_0,"i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience.",NULL,negative
1058221:6_0,"well, i didn't find it there, and trust, i have told everyone i can think of about my experience. ",NULL,negative
1058221:7_0,the last time i walked by it looked pretty empty. hmmm.,NULL,negative
1062641:0_0,This place has got to be the best japanese restaurant in the new york area.,place,positive
1062641:1_0,I had a great experience.,NULL,positive
1062641:2_0,Food is great.,Food,positive
1062641:3_0,Service is top notch.,Service,positive
1062641:4_0,I have been going back again and again.,NULL,positive
1064477:0_0,"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",sea urchin,positive
1064477:1_0,"It melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.",NULL,positive
1064477:2_0,The sushi seemed pretty fresh and was adequately proportioned.,sushi,positive
1064477:2_1,The sushi seemed pretty fresh and was adequately proportioned.,sushi,positive
1064477:3_0,The rice to fish ration was also good--they didn't try to overpack the rice.,rice to fish ration,positive
1064477:4_0,We took advanatage of the half price sushi deal on saturday so it was well worth it.,half price sushi deal,positive
1064477:4_1,We took advanatage of the half price sushi deal on saturday so it was well worth it.,half price sushi deal,positive
1074868:2_0,Surprisingly nothing could be further from the truth.,NULL,positive
1074868:3_0,"In the evening, this place attracted a well dressed, with it, NY crowd.",crowd,positive
1074868:4_0,The food was well prepared and the service impecable.,food,positive
1074868:4_1,The food was well prepared and the service impecable.,service,positive
1074868:5_0,I'm going back.,NULL,positive
1084394:1_0,Quite simply it's like stepping out of Manhattan and into a haven of tranquility.,NULL,positive
1084394:3_0,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,Prix Fixe menu,positive
1084394:3_1,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,Prix Fixe menu,positive
1084394:3_2,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,Prix Fixe menu,positive
1084394:4_0,I will be going back and heartily recommend it!,NULL,positive
1086415:1_0,"It is terrific, as is the value.",NULL,positive
1086415:1_1,"It is terrific, as is the value.",NULL,positive
1086415:2_0,"$6 and there is much tasty food, all of it fresh and continually refilled.",food,positive
1086415:2_1,"$6 and there is much tasty food, all of it fresh and continually refilled.",food,positive
1086415:2_2,"$6 and there is much tasty food, all of it fresh and continually refilled.",food,positive
1086415:3_0,"I am not a vegetarian but, almost all the dishes were great.",dishes,positive
1086415:5_0,Go hungry and enjoy.,NULL,positive
1086478:0_0,"The food here is rather good, but only if you like to wait for it.",food,positive
1086478:0_1,"The food here is rather good, but only if you like to wait for it.",NULL,negative
1086478:1_0,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",somosas,positive
1086478:1_1,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",chai,positive
1086478:1_2,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",chole,positive
1086478:1_3,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",dhosas,negative
1086478:1_4,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",dhal,negative
1086478:2_0,"The service varys from day to day- sometimes they're very nice, and sometimes not.",service,negative
1086478:3_0,"The kitchen however, is almost always slow.",kitchen,negative
1086478:4_0,"Also, specify if you like your food spicy- its rather bland if you don't.",food,negative
1086478:5_0,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",ambience,positive
1086478:5_1,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",NULL,positive
1090587:1_0,If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,view,positive
1090587:2_0,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,service,positive
1090587:2_1,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,food,positive
1090587:2_2,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,food,positive
1090587:3_0,The lava cake dessert was incredible and I recommend it.,lava cake dessert,positive
1102681:0_0,"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.",Cosette,positive
1102681:1_0,"This tiny restaurant is as cozy as it gets, with that certain Parisian flair.",restaurant,positive
1102681:2_0,"The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.",food,positive
1102681:2_3,"The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.",desserts,negative
1102681:3_0,"However, go for the ambience, and consider the food just a companion for a trip across the world!",ambience,positive
1102681:3_1,"However, go for the ambience, and consider the food just a companion for a trip across the world!",food,neutral
1118167:1_0,IT WAS HORRIBLE.,NULL,negative
1118167:2_0,The pizza was delivered cold and the cheese wasn't even fully melted!,pizza,negative
1118167:2_1,The pizza was delivered cold and the cheese wasn't even fully melted!,cheese,negative
1118167:3_0,It looked like shredded cheese partly done - still in strips.,NULL,negative
1119578:0_0,This has got to be one of the most overrated restaurants in Brooklyn.,NULL,negative
1119578:1_0,The pizza is overpriced and soggy.,pizza,negative
1119578:1_1,The pizza is overpriced and soggy.,pizza,negative
1119578:2_0,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",ingredients,positive
1119578:2_1,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",pizza,negative
1119578:2_2,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",crust,negative
1119578:3_0,"A big disappointment, all around.",NULL,negative
1123262:0_0,I think I've had some the best meals of my life at minnow.,meals,positive
1123262:1_0,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",seafood,positive
1123262:1_1,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",wine list,positive
1123262:1_2,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",menu,positive
1123262:2_0,The combination of super-fresh ingredients in the dishes are unusual but really delicious.,ingredients,positive
1123262:3_0,Worth the trip from Manhattan.,NULL,positive
1125006:1_0,Best Pastrami I ever had and great portion without being ridiculous.,Pastrami,positive
1125006:1_1,Best Pastrami I ever had and great portion without being ridiculous.,portion,positive
1125006:3_0,My wife had the fried shrimp which are huge and loved it.,fried shrimp,positive
1125006:3_1,My wife had the fried shrimp which are huge and loved it.,fried shrimp,positive
1125284:0_0,"As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.",place,positive
1125284:1_0,This place is the most Japanese it can ever get.,place,positive
1125284:2_0,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",signs,positive
1125284:2_1,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",specials menus,positive
1125284:2_2,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",food,positive
1125284:2_3,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",waitstaff,positive
1125284:3_0,This place is worth an one-hour drive.,place,positive
1125284:4_0,"I am so coming back here again, as much as I can.",NULL,positive
1126814:0_0,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",Leon,positive
1126814:0_1,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",Leon,positive
1126814:0_2,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",specials,positive
1126814:0_3,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",atmosphere,positive
1126814:0_4,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",French bistro fare,positive
1126814:1_0,"My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",staff,positive
1126814:4_0,Have been dozens of times and never failed to enjoy the experience.,NULL,positive
1126814:5_0,"Our teenage kids love it, too.",NULL,positive
1126886:0_0,"Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori.",Zucchero Pomodori,positive
1126886:1_0,This is by far my favorite place in the neighborhood.,place,positive
1126886:2_0,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",service,positive
1126886:2_1,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",decor,positive
1126886:2_2,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",food,positive
1126886:2_3,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",portions,positive
1126886:4_0,I'm partial to the Gnocchi.,Gnocchi,positive
1131595:0_0,This place is incredibly tiny.,place,negative
1131595:1_0,They refuse to seat parties of 3 or more on weekends.,NULL,negative
1131595:2_0,The hostess is rude to the point of being offensive.,hostess,negative
1131595:3_0,The food was bland oily.,food,negative
1131595:4_0,I just don't understand all the hype...,NULL,negative
1138996:1_0,"We have been to this place many times, and always have great food, wine, and service.",food,positive
1138996:1_1,"We have been to this place many times, and always have great food, wine, and service.",wine,positive
1138996:1_2,"We have been to this place many times, and always have great food, wine, and service.",service,positive
1138996:2_0,"We were worried we would have trouble getting in, but somehow managed to have a short wait.",wait,positive
1138996:3_0,As always we had a great glass of wine while we waited.,glass of wine,positive
1138996:4_0,"When we sat, we got great and fast service.",service,positive
1138996:5_0,The people that work there are always so friendly you forget you are in New York sometimes.,people,positive
1138996:6_0,Make sure you try this place as often as you can.,place,positive
1145510:0_0,This is a fun restaurant to go to.,restaurant,positive
1145510:1_0,The pizza is yummy and I like the atmoshpere.,pizza,positive
1145510:1_1,The pizza is yummy and I like the atmoshpere.,atmoshpere,positive
1145510:2_0,But the pizza is way to expensive.,pizza,negative
1145510:3_0,"A large is $20, and toppings are about $3 each.",NULL,negative
1145510:3_1,"A large is $20, and toppings are about $3 each.",toppings,negative
1147082:0_0,I went there for lunch and it was not as good as I expected from the reviews I read.,lunch,negative
1147082:1_0,Sauce was watery and the food didn't have much flavor.,Sauce,negative
1147082:1_1,Sauce was watery and the food didn't have much flavor.,food,negative
1147082:3_0,I don't think I would go again.,NULL,negative
1147211:0_0,This place is great.,place,positive
1147211:1_0,I had a huge group for my birthday and we were well taken care of.,NULL,positive
1147211:2_0,The waitress was very patient with us and the food is phenomenal!,waitress,positive
1147211:2_1,The waitress was very patient with us and the food is phenomenal!,food,positive
1147211:3_0,"Service was prompt, friendly and great.",Service,positive
1153034:0_0,Great pizza and fantastic service.,pizza,positive
1153034:0_1,Great pizza and fantastic service.,service,positive
1153034:1_0,"There was a small wait, but shorter than I expected.",wait,positive
1153034:2_0,Located at the end of a magnificent block.,block,positive
1153034:3_0,Very cozy and warm inside.....,NULL,positive
1153034:4_0,I will be back!,NULL,positive
1154550:0_0,This is the best sushi in new york city - hands down.,sushi,positive
1154550:1_0,The place is small and cramped but the food is fantastic.,place,negative
1154550:1_1,The place is small and cramped but the food is fantastic.,food,positive
1154550:2_0,Get the tuna of gari.,tuna of gari,positive
1162037:0_0,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",sushi,positive
1162037:0_1,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",thai food,positive
1162037:0_2,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",Planet Thailand,positive
1162037:1_0,"With the great variety on the menu , I eat here often and never get bored .",menu,positive
1162037:2_0,"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .",atmosphere,neutral
1162037:2_1,"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .",NULL,positive
1162037:3_0,It's all about the food !!,food,positive
1167434:1_0,first it took us a long time to find the place.,place,negative
1167434:3_0,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",menu,negative
1167434:5_2,"those rolls were big, but not good and sashimi wasn't fresh.",sashimi,negative
1167434:6_0,"they were dry and disgusting, i didn't even finish my first piece.",NULL,negative
1175958:0_0,Hurley's is like Cheers where everyone knows your name and they are ACTUALLY glad you came.,NULL,positive
1175958:1_0,"Try the crunchy tuna, it is to die for.",crunchy tuna,positive
1175958:2_0,"Try everything for that matter, it is all good.",NULL,positive
1175958:3_0,I have been going there since it opened and I can't get enough.,NULL,positive
1189674:0_0,First went here to enjoy their garden terrace.,garden terrace,positive
1189674:1_0,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",food,positive
1189674:1_1,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",service,positive
1189674:2_0,"The Steak Tartare is a great bet, they fix it for you at the table.",Steak Tartare,positive
1189674:3_0,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",open kitchen,positive
1189674:3_1,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",restaurant,negative
1189674:4_0,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",wine selection,positive
1189674:4_1,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",Gigondas,positive
1189674:4_2,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",house champagne,positive
1189674:5_0,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",NULL,neutral
1189674:5_1,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",vibe,positive
1189674:5_2,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",French food,positive
1189674:6_0,"Have recommended the place to friends, always gets good response.",place,positive
1199292:0_0,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",crust,positive
1199292:0_1,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",pizza,positive
1199292:3_0,I take all my NYC guests to VT's.,VT's,positive
1199480:0_0,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",neighborhood,positive
1199480:0_1,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",food,positive
1199480:1_0,I've been there three times and have always had wonderful experiences.,NULL,positive
1199480:2_0,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,setting,positive
1199480:2_1,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,service,positive
1199480:2_2,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,NULL,positive
1205520:0_0,I'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much... and we're repeat customers.,Mizu,positive
1205520:1_0,Even after they overcharged me the last time I was there.,NULL,negative
1205520:2_0,Make sure you have the Spicy Scallop roll.. .,Spicy Scallop roll,positive
1205520:3_0,it's delicious!,NULL,positive
1212346:0_0,"Moules were excellent, lobster ravioli was VERY salty!",Moules,positive
1212346:0_1,"Moules were excellent, lobster ravioli was VERY salty!",lobster ravioli,negative
1212346:1_0,"Took my mom for Mother's Day, and the maitre d' was pretty rude.",maitre d',negative
1212346:2_0,"Told us to sit anywhere, and when we sat he said the table was reserved.",NULL,negative
1212346:3_0,Stepped on my foot on the SECOND time he reached over me to adjust lighting.,NULL,negative
1212346:4_0,Tiny dessert was $8.00...just plain overpriced for what it is.,dessert,negative
1212346:4_1,Tiny dessert was $8.00...just plain overpriced for what it is.,dessert,negative
1221938:0_0,The drinks are always welll made and wine selection is fairly priced.,drinks,positive
1221938:0_1,The drinks are always welll made and wine selection is fairly priced.,wine selection,positive
1221938:1_0,Try their chef's specials-- they are to die for.,chef's specials,positive
1221938:2_0,"Service is not exactly five star, but thats not really a big deal.",Service,neutral
1221938:3_0,Downstairs lounge is always a good attraction,Downstairs lounge,positive
1225162:0_0,"Raga's is a romantic, cozy restaurant.",Raga's,positive
1225162:1_0,The exotic food is beautifully presented and is a delight in delicious combinations.,exotic food,positive
1225162:1_1,The exotic food is beautifully presented and is a delight in delicious combinations.,exotic food,positive
1225162:2_0,It is also extremely well priced.,NULL,positive
1225162:3_0,The staff is incredibly helpful and attentive.,staff,positive
1225162:4_0,The bar is very well stocked with interesting beers and well priced wines.,bar,positive
1225162:4_1,The bar is very well stocked with interesting beers and well priced wines.,beers,positive
1225162:4_2,The bar is very well stocked with interesting beers and well priced wines.,wines,positive
1225162:5_0,This is one of my favorite restaurants and it is not to be missed.,NULL,positive
1225162:6_0,Your friends will thank you for introducing them to this gem!,NULL,positive
1227999:0_0,"When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.",Leon,negative
1227999:1_0,"The waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no...",waitress,negative
1227999:2_0,"Then, to top things off, she dropped used silverware on my boyfriend's jacket and did not stop to apologize or clean the mess that was left on clothes. ",NULL,negative
1227999:3_0,Such a disappointment...,NULL,negative
1227999:4_0,"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one",service,negative
1227999:4_1,"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one",food,neutral
1227999:4_2,"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one",NULL,negative
1230993:0_0,I had a grat time at Jekyll and Hyde!,Jekyll and Hyde,positive
1230993:1_0,I loved everythig about it-especially the shows and actors.,NULL,positive
1230993:1_1,I loved everythig about it-especially the shows and actors.,shows,positive
1230993:1_2,I loved everythig about it-especially the shows and actors.,actors,positive
1230993:2_0,Our server was very helpful and friendly.,server,positive
1230993:3_0,I am bringing my whole family back next time.,NULL,positive
1230993:4_0,The food was good too.,food,positive
1232468:0_0,The tuna and wasabe potatoes are excellent.,tuna,positive
1232468:0_1,The tuna and wasabe potatoes are excellent.,wasabe potatoes,positive
1232468:1_0,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,outdoor atmosphere,positive
1232468:2_0,"Inside is a little cramped, but to be expected.",NULL,neutral
1232468:3_0,Service was prompt and courteous.,Service,positive
1232468:4_0,This was a repeat visit and we'll definitely be back again.,NULL,positive
1241906:0_0,"Great service, great food.",service,positive
1241906:0_1,"Great service, great food.",food,positive
1241906:1_0,Prices are in line.,NULL,neutral
1241906:3_0,But too far east!,NULL,negative
1253117:1_0,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",pizza,positive
1253117:1_1,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",fresh mozzarella,positive
1253117:2_0,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",appetizer selection,negative
1253117:3_0,"Also, because it is so thin, it gets cold very quickly and its not that filling.",NULL,negative
1253117:3_1,"Also, because it is so thin, it gets cold very quickly and its not that filling.",NULL,negative
1253117:5_0,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,Wait staff,negative
1253117:5_1,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,pie,positive
1256373:0_0,By far the best salad I have had in a fast food restaurant.,salad,positive
1256373:1_0,fine dining restaurant quality.,dining,positive
1256373:2_0,Over 100 different choices to create your own.,NULL,positive
1256373:3_0,A must try!,NULL,positive
1264954:0_0,"On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.",restaurant,positive
1264954:1_0,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",NULL,positive
1264954:1_1,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",NULL,positive
1264954:2_0,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",chicken pot pie,positive
1264954:2_1,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",cheeseburger,positive
1264954:2_2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",cheeseburger,positive
1264954:2_3,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",service,positive
1264954:3_0,"With so many poor experiences to be had in the theater district, is truly an excellent find!",NULL,positive
1264954:4_0,We will return many times for this oasis in mid-town.,NULL,positive
1269216:1_0,The staff is no nonsense.,staff,positive
1269216:2_0,The food options rule.,food,positive
1269216:3_0,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,bagels,positive
1269216:4_0,Worth visiting the 1st Ave spot because it is the original store.,1st Ave spot,positive
1275154:4_0,"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!",Uni Hand roll,positive
1275154:6_0,The sake menu should not be overlooked!,sake menu,positive
1275154:7_0,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",NULL,positive
1275154:8_0,Try the lobster teriyaki and the rose special roll.,lobster teriyaki,positive
1275154:8_1,Try the lobster teriyaki and the rose special roll.,rose special roll,positive
1280166:1_0,"Service was very good - prompt, attentive and non-intrusive.",Service,positive
1280166:2_0,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",Food,positive
1280166:2_1,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",pork belly,negative
1280166:3_0,Wine list selection is good and wine-by-the-glass was generously filled to the top.,Wine list selection,positive
1280166:3_1,Wine list selection is good and wine-by-the-glass was generously filled to the top.,wine-by-the-glass,positive
1280166:4_0,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,Traditional French decour,positive
1280166:4_1,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,hall,negative
1280179:0_0,"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",Cafe Spice,positive
1280179:1_0,"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok. ",Service,neutral
1280179:2_0,"Seating is always prompt, though the restaurant does fill up in the evening.",Seating,positive
1280179:3_0,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",Food,positive
1280179:3_1,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",raw vegatables in side orders,negative
1280179:4_0,"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.",NULL,neutral
1280179:5_0,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",decor,positive
1280179:5_1,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",semi-private boths,positive
1286916:0_0,I have NEVER been disappointed in the Red Eye.,Red Eye,positive
1286916:1_0,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",live jazz band,positive
