id,text,aspect,sentiment
2587_0,"One suggestion I do have, is to not bother getting Microsoft office for the mac expecting it will work just like you knew it to on a PC.",Microsoft office for the mac,negative
2202_0,Pairing it with an iPhone is a pure pleasure - talk about painless syncing - used to take me forever - now it's a snap.,syncing,positive
2227_0,"I also got the added bonus of a 30"" HD Monitor, which really helps to extend my screen and keep my eyes fresh!","30"" HD Monitor",positive
2227_1,"I also got the added bonus of a 30"" HD Monitor, which really helps to extend my screen and keep my eyes fresh!",screen,neutral
92_0,The machine is slow to boot up and occasionally crashes completely.,boot up,negative
1204_0,"After paying several hundred dollars for this service, it is frustrating that you cannot get help after hours.",service,negative
1574_0,I love the operating system and the preloaded software.,operating system,positive
1574_1,I love the operating system and the preloaded software.,preloaded software,positive
3073_0,The best thing about this laptop is the price along with some of the newer features.,price,positive
3073_1,The best thing about this laptop is the price along with some of the newer features.,features,positive
1254_0,"After numerous attempts of trying (including setting the clock in BIOS setup directly), I gave up(I am a techie).",clock in BIOS setup,negative
810_0,YOU WILL NOT BE ABLE TO TALK TO AN AMERICAN WARRANTY SERVICE IS OUT OF COUNTRY.,WARRANTY SERVICE,negative
130_0,but now i have realized its a problem with this brand.,brand,negative
839_0,I sent it back to Toshiba twice they covered it under the  warranty.,warranty,positive
696_0,I was looking for a mac which is portable and has all the features that I was looking for.,features,positive
1030_0,Also kinda loud when the fan was running.,fan,negative
1425_0,"In desparation, I called their Customer Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").",Customer Service number,neutral
1425_1,"In desparation, I called their Customer Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").",warranty,negative
1425_2,"In desparation, I called their Customer Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").",talking to a technician,negative
661_0,There also seemed to be a problem with the hard disc as certain times windows loads but claims to not be able to find any drivers or files.,hard disc,negative
661_1,There also seemed to be a problem with the hard disc as certain times windows loads but claims to not be able to find any drivers or files.,windows,negative
661_2,There also seemed to be a problem with the hard disc as certain times windows loads but claims to not be able to find any drivers or files.,drivers,neutral
997_0,Drivers updated ok but the BIOS update froze the system up and the computer shut down.,Drivers,positive
997_1,Drivers updated ok but the BIOS update froze the system up and the computer shut down.,BIOS update,negative
997_2,Drivers updated ok but the BIOS update froze the system up and the computer shut down.,system,negative
463_0,Spent 2 hours on phone with HP Technical Support.,HP Technical Support,neutral
1193_0,"Speaking of the browser, it too has problems.",browser,negative
147_0,The keyboard is too slick.,keyboard,negative
1433_0,Nightly my computer defrags itself and runs a virus scan.,virus scan,neutral
1669_0,"It's like 9 punds, but if you can look past it, it's GREAT!",9 punds,negative
2462_0,It's just as fast with one program open as it is with sixteen open.,program,neutral
2719_0,"Still under warrenty so called Toshiba, no help at all.",warrenty,negative
1224_0,I was happy with My purchase of a Toshiba Satellite L305D-S5934 laptop until it came time to have it repaired under the Toshiba Warranty.,Toshiba Warranty,negative
2492_0,Amazing Quality!,Quality,positive
1541_0,The fact that you can spend over $100 on just a webcam underscores the value of this machine.,webcam,neutral
1541_1,The fact that you can spend over $100 on just a webcam underscores the value of this machine.,value,positive
3060_0,"I mainly use it for email, internet, and managing personal files (pics, vids, etc.).",internet,neutral
3060_1,"I mainly use it for email, internet, and managing personal files (pics, vids, etc.).",managing personal files,neutral
915_0,"A month or so ago, the freaking motherboard just died.",motherboard,negative
2050_0,"The system it comes with does not work properly, so when trying to fix the problems with it it started not working at all.",system,negative
460_0,Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,charger,negative
460_1,Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,hardware,negative
1524_0,"If a website ever freezes (which is rare), its really easy to force quit.",force quit,positive
803_0,It rarely works and when it does it's incredibly slow.,works,negative
2225_0,I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,Windows 7,positive
2225_1,I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,VMWare program,neutral
2644_0,"It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!",operating system,positive
2644_1,"It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!",runs,positive
2644_2,"It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!",navigate,positive
2644_3,"It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!",find files,positive
1365_0,Purchased a Toshiba Lap top it worked good until just after the warrenty went out.,warrenty,negative
2033_0,"I wanted to purchase the extended warranty and they refused, because they knew it was trouble.",extended warranty,neutral
2271_0,We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.,memory,neutral
2271_1,We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.,speed,positive
2271_2,We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.,performace,positive
103_0,"The reality was, it heated up very quickly, and took way too long to do simple things, like opening my Documents folder.",opening my Documents folder,negative
1149_0,I had always used PCs and been constantly frustrated by the crashing and the poorly designed operating systems that were never very intuitive.,operating systems,negative
900_0,"Then, within 5 months, the charger crapped out on me.",charger,negative
1649_0,And if you have a iphone or ipod touch you can connect and download songs to it at high speed.,speed,positive
446_0,I love the glass touchpad.,glass touchpad,positive
1912_0,  I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again.,hard drive,negative
1912_1,  I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again.,mother board,negative
2752_0,I am using the external speaker- sound is good.,external speaker,positive
2752_1,I am using the external speaker- sound is good.,sound,positive
2381_0,"still testing the battery life as i thought it would be better, but am very happy with the upgrade.",battery life,negative
404_0,"Then HP sends it back to me with the hardware screwed up, not able to connect.",hardware,negative
407_0,"Oh yeah, don't forget the expensive shipping to and from HP.",shipping,negative
1731_0,"Everything is so easy to use, Mac software is just so much simpler than Microsoft software.",Mac software,positive
1731_1,"Everything is so easy to use, Mac software is just so much simpler than Microsoft software.",Microsoft software,negative
1731_2,"Everything is so easy to use, Mac software is just so much simpler than Microsoft software.",use,positive
1186_0,"And if you do a lot of writing, editing is a problem since there is no  forward delete  key.",delete  key,negative
1186_1,"And if you do a lot of writing, editing is a problem since there is no  forward delete  key.",editing,negative
2470_0,Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,use,positive
2470_1,Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,service,positive
2470_2,Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,phone assistance,positive
2470_3,Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,genius bar,positive
331_0,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",battery life,positive
331_1,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",battery life,positive
331_2,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",gaming,neutral
331_3,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",movie playing,neutral
331_4,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",web browsing,neutral
331_5,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",word editing,neutral
1057_0,"Acer has set me up with FREE recovery discs, when they are available since I asked.",recovery discs,positive
1095_0,"I also purchased Office Max's ""Max Assurance"" with the ""no lemon"" clause.","Office Max's ""Max Assurance""",neutral
1718_0,I eventually did the migration from my iMac backup disc which uses USB.,iMac backup disc,neutral
1718_1,I eventually did the migration from my iMac backup disc which uses USB.,USB,neutral
2923_0,"The battery life seems to be very good, and have had no issues with it.",battery life,positive
3027_0,Enabling the battery timer is useless.,battery timer,negative
654_0,Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures.,Temperatures,neutral
654_1,Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures.,Core Processing Unit temperatures,neutral
1110_0,Going to bring it to service today.,service,neutral
1488_0,"There is no need to purchase virus protection for Mac, which saves me a lot of time and money.",virus protection for Mac,positive
488_0,"But we had paid for bluetooth, and there was none.",bluetooth,negative
1289_0,"So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.",LG notebook service center,neutral
1289_1,"So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.",hinge,negative
2985_0,"My daughter uses it for games, email, facebook, pictures and music.",games,neutral
1573_0,"It is always reliable, never bugged and responds well.",responds,positive
1928_0,After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard.,motherboard,negative
1928_1,After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard.,motherboard,neutral
1099_0,"It was slow, locked up, and also had hardware replaced after only 2 months!",hardware,negative
1347_0,they had to replace the motherboard in April,motherboard,negative
1408_0,"Yes, the computer was light weight, less expensive than the average laptop, and was pretty self explantory in use.",use,positive
1374_0,"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",representive at Microsoft,negative
1374_1,"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",system,negative
1374_2,"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",XP,positive
2864_0,I love WIndows 7 which is a vast improvment over Vista.,WIndows 7,positive
2864_1,I love WIndows 7 which is a vast improvment over Vista.,Vista,negative
30_0,"Keyboard is great, very quiet for all the typing that I do.",Keyboard,positive
474_0,Dell's customer disservice is an insult to it's customers who pay good money for shoddy products.,Dell's customer disservice,negative
156_0,"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.",cooling system,negative
156_1,"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.",use,neutral
2095_0,"I can render AVCHD movies with little effort, which was a problem for most pc's unless you had a quad core I7.",quad core I7,positive
1722_0,"After talking it over with the very knowledgeable sales associate, I chose the MacBook Pro over the white MacBook.",sales associate,positive
2004_0,"If you really want a bang-up system and don't need to run Windows applications, go with an Apple;",system,positive
2004_1,"If you really want a bang-up system and don't need to run Windows applications, go with an Apple;",Windows applications,neutral
2296_0,You won't have to spend gobs of money on some inefficient virus program that needs to be updated every month and that constantly drains your wallet.,virus program,negative
493_0,It weighed like seven pounds or something like that.,weighed,neutral
493_1,It weighed like seven pounds or something like that.,seven pounds,neutral
902_0,"2 months later, the battery went.",battery,negative
2433_0,You may need to special order a bag.,bag,neutral
1675_0,It's color is even cool.,color,positive
609_0,keys are all in weird places and is way too large for the way it is designed.,keys,negative
609_1,keys are all in weird places and is way too large for the way it is designed.,designed,negative
296_0,"Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.",style,positive
296_1,"Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.",speed,positive
2335_0,The keyboard feels good and I type just fine on it.,keyboard,positive
2416_0,I thought the white Mac computers looked dirty too quicly where you use the mousepad and where you place your hands when typing.,mousepad,neutral
1471_0,"And not to mention after using it for a few months or so, the battery will slowly less and less hold a charge until you can't leave it unplugged for more than 5 minutes without the thing dying.",battery,negative
1427_0,"BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple",sales,positive
1427_1,"BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple",service,positive
1427_2,"BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple",DELL SUPPORT,positive
911_0,"no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard.",hard drive,neutral
911_1,"no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard.",motherboard,neutral
2001_0,"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.",speed,positive
2001_1,"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.",construction quality,positive
2001_2,"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.",longevity,positive
2465_0,"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.",keyboard,positive
2465_1,"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.",keys,positive
2465_2,"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.","configuration of ""extra key""",positive
2331_0,) I also tried the touch pad and compared it to other netbooks in the store.,touch pad,neutral
599_0,"It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.",use,positive
599_1,"It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.",security,positive
823_0,"  It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.",use,negative
823_1,"  It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.",work,negative
3006_0,lots of preloaded software.,preloaded software,positive
2941_0,"I wish it had a webcam though, then it would be perfect!",webcam,negative
2776_0,My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.,vga port,positive
2776_1,My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.,screen,neutral
1686_0,Another thing I might add is the battery life is excellent.,battery life,positive
2091_0,"One drawback, I wish the keys were backlit.",keys,negative
1259_0,"Acer was no help and Garmin could not determine the problem(after spending about 2 hours with me), so I returned it and purchased a Toshiba R700 that seems even nicer and I was able to load all of my software with no problem.",software,positive
2938_0,I wish the volume could be louder and the mouse didnt break after only a month.,volume,negative
2938_1,I wish the volume could be louder and the mouse didnt break after only a month.,mouse,negative
2574_0,"I play a lot of casual games online, and the touchpad is very responsive.",touchpad,positive
2351_0,"Granted, it's still a very new laptop but in comparison to my previous laptops and desktops, my Mac boots up noticeably quicker.",boots up,positive
526_0,It caught a virus that completely wiped out my hard drive in a matter of hours.,hard drive,negative
3020_0,"It is everything I'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.",look and feel standpoint,positive
2541_0,the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,safari,negative
2541_1,the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,safari,negative
2541_2,the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,Mozzilla firfox,positive
1069_0,"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",Bluetooth,negative
1069_1,"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",fingerprint reader driver,negative
1069_2,"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",software,negative
1553_0,"Great battery, speed, display.",battery,positive
1553_1,"Great battery, speed, display.",speed,positive
1553_2,"Great battery, speed, display.",display,positive
2874_0,"The delivery was fast, and I would not hesitate to purchase this laptop again.",delivery,positive
2385_0,I've been impressed with the battery life and the performance for such a small amount of memory.,battery life,positive
2385_1,I've been impressed with the battery life and the performance for such a small amount of memory.,performance,positive
2385_2,I've been impressed with the battery life and the performance for such a small amount of memory.,memory,negative
1654_0,"It's applications are terrific, including the replacements for Microsoft office.",applications,positive
1654_1,"It's applications are terrific, including the replacements for Microsoft office.",Microsoft office,positive
3058_0,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",Resolution,negative
3058_1,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",appearance,negative
3058_2,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",cooling system,negative
3058_3,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",graphics card,negative
1937_0,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",built-in webcam,negative
1937_1,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",built-in mic,negative
1937_2,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",cam,negative
1937_3,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",mic,negative
104_0,Is this partially due to the fact that it is running Windows Vista?,Windows Vista,neutral
1417_0,  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,board,negative
1417_1,  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,connector,negative
1417_2,  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,power supply,negative
1417_3,  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,warrenty,negative
1417_4,  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,power supply,negative
2886_0,"My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!",ethernet,positive
2886_1,"My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!",works,positive
2124_0,Mostly I love the drag and drop feature.,drag and drop feature,positive
260_0,"oh yeah, and if the fancy webcam breaks guess who you have to send it to to get it fixed?",webcam,negative
1172_0,"I ordered through MacMall, which saved me the sales tax I would have incurred buying locally.",sales tax,positive
2221_0,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",software packages,positive
2221_1,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",iWork,positive
2221_2,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",GarageBand,positive
2221_3,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",iMovie,positive
386_0,The screen is very large and crystal clear with amazing colors and resolution.,screen,positive
386_1,The screen is very large and crystal clear with amazing colors and resolution.,colors,positive
386_2,The screen is very large and crystal clear with amazing colors and resolution.,resolution,positive
1357_0,"After a little more than a year of owning my MacBook Pro, the monitor has completely died.",monitor,negative
2605_0,"The brand of iTunes has just become ingrained in our lexicon now, but keep in mind that Apple started it all.",iTunes,positive
1742_0,"Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.",Size,negative
1742_1,"Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.",external monitor,neutral
2578_0,Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,base installation,negative
2578_1,Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,software,negative
942_0,  Taking it back to Best Buy I found that a tiny plastic piece inside had broken (manuf issue).,manuf,negative
311_0,"The display is incredibly bright, much brighter than my PowerBook and very crisp.",display,positive
13_0,The AMD Turin processor seems to always perform so much better than Intel.,AMD Turin processor,positive
13_1,The AMD Turin processor seems to always perform so much better than Intel.,Intel,negative
1852_0,  After that the said it was under warranty.,warranty,neutral
2708_0,The start menu is not the easiest thing to navigate due to the stacking.,start menu,negative
2708_1,The start menu is not the easiest thing to navigate due to the stacking.,navigate,negative
1566_0,Only thing I would want to add to this is an internal bluray read/write drive.,bluray read/write drive,negative
540_0,The service tech said he had tried to duplicate the damage and wasn't able to recreate it therefore it had to be their defect.,service tech,negative
878_0,"The tech store I purchased this from sent it back,,,,,eventually I got a new or repaired machine approximately 3 weeks later.",tech store,negative
2388_0,Really like the textured surface which shows no fingerprints.,surface,positive
3074_0,The screen is bright and the keyboard is nice;,screen,positive
3074_1,The screen is bright and the keyboard is nice;,keyboard,positive
2534_0,But the machine is awesome and iLife is great and I love Snow Leopard X.,iLife,positive
2534_1,But the machine is awesome and iLife is great and I love Snow Leopard X.,Snow Leopard X,positive
2185_0,"High price tag, however.",price tag,negative
2632_0,"I thought learning the Mac OS would be hard, but it is easily picked up if you are familiar with a PC.",Mac OS,positive
2675_0,"I had static in the output, and I had to reduce the sound output quality to ""FM"" as opposed to the default ""CD.",sound output quality,negative
392_0,I custom ordered the machine from HP and could NOT understand the techie due to his accent.,techie,negative
1551_0,It is easy to use and lightweight.,use,positive
2698_0,I went to Toshiba online help and found some suggestions to fix it.,Toshiba online help,positive
340_0,They also have a longer service life than other computers (I have several friends who still use the older Apple PowerBooks).,service life,positive
2918_0,If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,ports,neutral
2918_1,If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,processor,neutral
2939_0,This laptop is a great price and has a sleek look.,price,positive
2939_1,This laptop is a great price and has a sleek look.,look,positive
1958_0,I especially like the keyboard which has chiclet type keys.,keyboard,positive
1958_1,I especially like the keyboard which has chiclet type keys.,keys,positive
1355_0,Runs Hot  I thought we were paying for quality in our decision to buy an Apple product.,quality,negative
3021_0,"For the not so good, I got the stock screen - which is VERY glossy.",stock screen,negative
2415_0,The gray color was a good choice.,gray color,positive
2696_0,I would like to have volume buttons rather than the adjustment that is on the front.,volume buttons,negative
2916_0,The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,processor,negative
2916_1,The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,computing,negative
4_0,I bought a protector for my key pad and it works great :),protector,neutral
4_1,I bought a protector for my key pad and it works great :),key pad,positive
2260_0,The magnetic plug-in power charging power cord is great (I even put it to the test by accident)- excellent innovation!,magnetic plug-in power charging power cord,positive
1376_0,It seems they could have updated XP and done without creating Vista.,XP,positive
1376_1,It seems they could have updated XP and done without creating Vista.,Vista,negative
936_0,"  It is easy to use, fast and has great graphics for the money.",graphics,positive
936_1,"  It is easy to use, fast and has great graphics for the money.",use,positive
2323_0,I like how the Mac OS is so simple and easy to use.,Mac OS,positive
2323_1,I like how the Mac OS is so simple and easy to use.,use,positive
1804_0,"While Apple's saving grace is the fact that they at least stand behind their products, and their support is great, it would be nice if their products were more reliable to justify the premium.",support,positive
1426_0,"I was ready to take it back for a refund, but the Geek Squad camed through and pointed me in the right direction to get it fixed.",Geek Squad,positive
138_0,only good thing is the graphics quality.,graphics quality,positive
1192_0,"The other lock-up problems are from a myriad of causes, the most common being a corrupted version of Appleworks which can render the browser useless.",Appleworks,negative
1192_1,"The other lock-up problems are from a myriad of causes, the most common being a corrupted version of Appleworks which can render the browser useless.",browser,negative
1691_0,The paint wears off easily due to the keyboard being farther back than usual.,paint,negative
1691_1,The paint wears off easily due to the keyboard being farther back than usual.,keyboard,negative
537_0,I had purchased it from a major electronics store and took it to their service department to find out what the problem was.,service department,neutral
541_0,The store honored their warrenty and made the comment that they don't even recommend the HP brand because of the problems with their warrentys.,warrenty,positive
541_1,The store honored their warrenty and made the comment that they don't even recommend the HP brand because of the problems with their warrentys.,warrentys,negative
3043_0,I always use a backup hard disk to store important files at all times.,hard disk,neutral
505_0,"They sent out the box right away for me to send in my computer, they paid postage and whatnot, but when I got my computer back it still wasn't running right, and now my CD drive wasn't reading anything!",CD drive,negative
505_1,"They sent out the box right away for me to send in my computer, they paid postage and whatnot, but when I got my computer back it still wasn't running right, and now my CD drive wasn't reading anything!",running,negative
569_0,But the screen size is not that bad for email and web browsing.,screen size,positive
569_1,But the screen size is not that bad for email and web browsing.,web browsing,neutral
3081_0,Once I removed all the software the laptop loads in 15-20 seconds.,software,negative
3081_1,Once I removed all the software the laptop loads in 15-20 seconds.,loads,neutral
