id,text,aspect,sentiment
Review-g1120021-d4097420_4:3_0,Bediening was niet vriendelijk.,bediening,negative
Review-g1120021-d4097420_4:4_0,Sfeer was ok maar niet zo aangenaam,sfeer,negative
Review-g1549789-d1745655_1:1_0,"The Village, een echte aanrader!",the village,positive
Review-g1549789-d1745655_1:2_0,"Gezellige sfeer, vriendelijke bediening en het eten is TOP!",eten,positive
Review-g1549789-d1745655_1:2_1,"Gezellige sfeer, vriendelijke bediening en het eten is TOP!",bediening,positive
Review-g1549789-d1745655_1:2_2,"Gezellige sfeer, vriendelijke bediening en het eten is TOP!",sfeer,positive
Review-g1549789-d1745655_2:3_0,"Mooie aankleding van de zaak, super vriendelijke bediening en voor ieder wat wils op de kaart.",kaart,positive
Review-g1549789-d1745655_2:3_1,"Mooie aankleding van de zaak, super vriendelijke bediening en voor ieder wat wils op de kaart.",bediening,positive
Review-g1549789-d1745655_2:3_2,"Mooie aankleding van de zaak, super vriendelijke bediening en voor ieder wat wils op de kaart.",zaak,positive
Review-g1549789-d1745655_2:4_0,"Wat ik zelf leuk vind om te doen hier is de Tapas schotel, maar ook hun village gras met bijhorende saus, hun mosselen en de legendarische Pelt stoofvlees is super lekker.",tapas schotel,positive
Review-g1549789-d1745655_2:4_1,"Wat ik zelf leuk vind om te doen hier is de Tapas schotel, maar ook hun village gras met bijhorende saus, hun mosselen en de legendarische Pelt stoofvlees is super lekker.",village gras met bijhorende saus,positive
Review-g1549789-d1745655_2:4_2,"Wat ik zelf leuk vind om te doen hier is de Tapas schotel, maar ook hun village gras met bijhorende saus, hun mosselen en de legendarische Pelt stoofvlees is super lekker.",pelt stoofvlees,positive
Review-g1549789-d1745655_2:4_3,"Wat ik zelf leuk vind om te doen hier is de Tapas schotel, maar ook hun village gras met bijhorende saus, hun mosselen en de legendarische Pelt stoofvlees is super lekker.",mosselen,positive
Review-g1549789-d1745655_2:5_1,"Ook de gezelligheid om van in de sofa te zitten of aan de toog te hangen en van een lekkere Cocktail te genieten, het is hier allemaal.",cocktail,positive
Review-g1549789-d1745655_2:6_0,"Tanja, je bent goed bezig!!!!!",tanja,positive
Review-g1549789-d1745655_3:4_0,En ja er was zeker plaats (3 uur met vier personen in de zaak gezeten) we werden wel zeer goed ontvangen de garcon van dienst was dan ook het enige aansprakelijke in de zaak!,garcon van dienst,positive
Review-g1549789-d1745655_3:5_0,De zaak is mooi maar koel omdat er geen volk te vertoeven was: het eten gewoon SCHANDALIG!!!!,eten,negative
Review-g1549789-d1745655_3:5_1,De zaak is mooi maar koel omdat er geen volk te vertoeven was: het eten gewoon SCHANDALIG!!!!,zaak,neutral
Review-g1549789-d1745655_3:6_0,Sla van de aldi de kwaliteit was slecht en de dressing was al precies maand over datum!,dressing,negative
Review-g1549789-d1745655_3:6_1,Sla van de aldi de kwaliteit was slecht en de dressing was al precies maand over datum!,sla,negative
Review-g1549789-d1745655_3:7_0,De huisbereide garnaal kroketten kwamen van de makro!!!!,huisbereide garnaal kroketten,negative
Review-g1549789-d1745655_3:8_0,Stond een vrouwelijk personeelslid gewoon te roken in de zaak dit is allemaal jammer en voor ons Wker niet voor herhaling vatbaar.,zaak,negative
Review-g1549789-d1745655_3:8_1,Stond een vrouwelijk personeelslid gewoon te roken in de zaak dit is allemaal jammer en voor ons Wker niet voor herhaling vatbaar.,vrouwelijk personeelslid,negative
Review-g188636-d1227444_1:1_0,zowel het concept als het Interieur is orgineel.,interieur,positive
Review-g188636-d1227444_1:1_1,zowel het concept als het Interieur is orgineel.,concept,positive
Review-g188636-d1227444_1:3_0,Daarom kleine kaart met enkel super verse bordjes.,bordjes,positive
Review-g188636-d1227444_1:3_1,Daarom kleine kaart met enkel super verse bordjes.,kaart,neutral
Review-g188636-d1227444_1:4_0,De wijnkeuze is fantastisch en prijs kwaliteit is zeer correct.,wijnkeuze,positive
Review-g188636-d1227444_3:1_0,"Leuke sfeer, gemoedelijke ontvangst, de beste steak tartare die we ooit hebben gegeten (de gebakken moet je ook zeker eens proberen!), wijn aangepast aan je eigen smaak,...",steak tartare,positive
Review-g188636-d1227444_3:1_1,"Leuke sfeer, gemoedelijke ontvangst, de beste steak tartare die we ooit hebben gegeten (de gebakken moet je ook zeker eens proberen!), wijn aangepast aan je eigen smaak,...",ontvangst,neutral
Review-g188636-d1227444_3:1_2,"Leuke sfeer, gemoedelijke ontvangst, de beste steak tartare die we ooit hebben gegeten (de gebakken moet je ook zeker eens proberen!), wijn aangepast aan je eigen smaak,...",sfeer,positive
Review-g188636-d1227444_3:1_3,"Leuke sfeer, gemoedelijke ontvangst, de beste steak tartare die we ooit hebben gegeten (de gebakken moet je ook zeker eens proberen!), wijn aangepast aan je eigen smaak,...",wijn,positive
Review-g188636-d1227444_3:1_4,"Leuke sfeer, gemoedelijke ontvangst, de beste steak tartare die we ooit hebben gegeten (de gebakken moet je ook zeker eens proberen!), wijn aangepast aan je eigen smaak,...",gebakken,positive
Review-g188636-d1227444_4:1_0,Geweldig restaurant buiten het echte centrum van Antwerpen.,restaurant,positive
Review-g188636-d1227444_4:2_0,"Sublieme, ongedwongen sfeer, weinig couverts (reserveren is noodzakelijk) en een fantastische bediening.",bediening,positive
Review-g188636-d1227444_4:2_1,"Sublieme, ongedwongen sfeer, weinig couverts (reserveren is noodzakelijk) en een fantastische bediening.",couverts,neutral
Review-g188636-d1227444_4:2_2,"Sublieme, ongedwongen sfeer, weinig couverts (reserveren is noodzakelijk) en een fantastische bediening.",sfeer,positive
Review-g188636-d1227444_4:3_0,Het eten is top (die steak tartaar!) en het is heerlijk om je te laten verrassen door hun wijnkeuze.,eten,positive
Review-g188636-d1227444_4:3_1,Het eten is top (die steak tartaar!) en het is heerlijk om je te laten verrassen door hun wijnkeuze.,steak tartaar,positive
Review-g188636-d1227444_4:3_2,Het eten is top (die steak tartaar!) en het is heerlijk om je te laten verrassen door hun wijnkeuze.,wijnkeuze,positive
Review-g188636-d1790921_1:3_0,De koffies en warme choco waren naar mijn mening veel te duur geprijsd en werden te koud opgediend.,koffies en warme choco,negative
Review-g188636-d1790921_1:3_1,De koffies en warme choco waren naar mijn mening veel te duur geprijsd en werden te koud opgediend.,koffies en warme choco,negative
Review-g188636-d1790921_1:4_0,Lauwe koffie is gewoon niet accepteerbaar.,koffie,negative
Review-g188636-d1790921_1:8_0,Portie taart was voldoende groot en daar viel op zich weinig op aan te merken.,taart,neutral
Review-g188636-d1790921_1:8_1,Portie taart was voldoende groot en daar viel op zich weinig op aan te merken.,taart,neutral
Review-g188636-d1790921_2:1_0,"Enig adresje waar je lekkere pastrami kan eten, wordt geserveerd met een speciaal sausje en op dikke sneden brood.",sausje,neutral
Review-g188636-d1790921_2:1_1,"Enig adresje waar je lekkere pastrami kan eten, wordt geserveerd met een speciaal sausje en op dikke sneden brood.",pastrami,positive
Review-g188636-d1790921_2:1_2,"Enig adresje waar je lekkere pastrami kan eten, wordt geserveerd met een speciaal sausje en op dikke sneden brood.",brood,neutral
Review-g188636-d1790921_2:2_0,Ook de koffie is er lekker en er heerst een gezellige sfeer.,sfeer,positive
Review-g188636-d1790921_2:2_1,Ook de koffie is er lekker en er heerst een gezellige sfeer.,koffie,positive
Review-g188636-d1790921_3:2_0,Na bij het hotel uitgecheckt te hebben zijn we naar het gezellige cafe getogen.,cafe,positive
Review-g188636-d1790921_3:3_1,Hier hebben we uitgebreid ontbeten en van een goede kop koffie genoten.,koffie,positive
Review-g188636-d1790921_3:4_0,De kwaliteit van het eten was heerlijk en net als de sfeer alsof je bij vrienden thuis o bezoek was.,eten,positive
Review-g188636-d1790921_3:4_1,De kwaliteit van het eten was heerlijk en net als de sfeer alsof je bij vrienden thuis o bezoek was.,sfeer,positive
Review-g188636-d1790921_3:5_0,De bediening was vriendelijk en correct.,bediening,positive
Review-g188636-d3907081_1:1_0,De keuken van à L'infintise is een unieke ervaring in geheel Antwerpen.,keuken van à l'infintise,positive
Review-g188636-d3907081_1:2_0,Voor een schappelijke prijs serveert de chef ons zijn culinaire creaties waar zijn persoonlijke stijl tot zijn recht komt.,culinaire creaties,positive
Review-g188636-d3907081_1:3_0,Marc is een kunstenaar die weet om te gaan met de smaken en uiterlijk van lekker eten.,marc,positive
Review-g188636-d3907081_1:3_1,Marc is een kunstenaar die weet om te gaan met de smaken en uiterlijk van lekker eten.,eten,positive
Review-g188636-d3907081_1:3_2,Marc is een kunstenaar die weet om te gaan met de smaken en uiterlijk van lekker eten.,eten,positive
Review-g188636-d3907081_4:2_0,Het concept is zeer origineel.,concept,positive
Review-g188636-d3907081_4:3_0,"Het eten is fantastisch, zeer creatief, lekker, ik heb er geen woorden voor.",eten,positive
Review-g188636-d3907081_4:4_0,Vriendelijke service.,service,positive
Review-g188636-d3907081_4:6_0,Spijtig dat de wachttijden zo lang zijn.,wachttijden,negative
Review-g188636-d3907081_4:8_0,Voor mij verdient de chef 4 sterren.,chef,positive
Review-g188636-d4080718_1:1_2,"Leuk ingericht, genoeg keuze, goed prijs/kwaliteitverhouding.",keuze,neutral
Review-g188636-d4080718_2:2_0,De ontvangst was zéér vriendelijk en hartelijk.,ontvangst,positive
Review-g188636-d4080718_2:3_0,"Het voorgerecht was héél lekker, de hoofdschotel ook.",hoofdschotel,positive
Review-g188636-d4080718_2:3_1,"Het voorgerecht was héél lekker, de hoofdschotel ook.",voorgerecht,positive
Review-g188636-d4080718_2:4_0,Verschillende superlekkere gerechtjes met rijst apart.,gerechtjes,positive
Review-g188636-d4080718_2:5_0,Heel veel groenten.,groenten,positive
Review-g188636-d4080718_2:6_1,Zeker voldoende voor 2 pers. enig minmuntje: wat weinig kip en scampi's.,kip,negative
Review-g188636-d4080718_2:6_2,Zeker voldoende voor 2 pers. enig minmuntje: wat weinig kip en scampi's.,scampi's,negative
Review-g188636-d4080718_2:7_0,Het nagerechtje was wat taai en geen verse chocoladesaus.,nagerechtje,negative
Review-g188636-d4080718_2:7_1,Het nagerechtje was wat taai en geen verse chocoladesaus.,chocoladesaus,negative
Review-g188636-d4080718_2:9_0,Bediening SUPER vriendelijk.,bediening,positive
Review-g188636-d4080718_2:11_0,"De kaart is zéér uitgebreid, wij komen zeker en vast terug!",kaart,positive
Review-g188636-d4080718_2:12_0,"Er zou juist een nieuwe eigenaar zijn, vandaar misschien het positieve dat hij betracht.",nieuwe eigenaar,positive
Review-g188636-d4170392_1:1_0,Het is een klein leuk restaurantje en ze serveren prima sushi maar daar is het ook mee gezegd.,sushi,positive
Review-g188636-d4170392_1:1_1,Het is een klein leuk restaurantje en ze serveren prima sushi maar daar is het ook mee gezegd.,restaurantje,positive
Review-g188636-d4170392_1:5_0,Daarnaast vliegen er rondom de bar allemaal vieze vliegjes dus daar zou ik niet in de buurt gaan zitten.,bar,negative
Review-g188636-d4170392_1:6_0,De dame was wel vriendelijk en we mochten zelfs tijdens de drukte van tafel wisselen.,dame,positive
Review-g188636-d4170392_2:2_0,Maar als het wat drukker wordt hebben de mensen in zowel de keuken als de bediening handen te kort.,mensen,negative
Review-g188636-d4170392_2:3_0,Wel proberen de mensen jou met de glimlach te helpen waar ze kunnen.,mensen,positive
Review-g188636-d4170392_2:4_0,"De tafels lijken niet altijd even proper, en hier en daar is er wel iets aan vervanging toe (zoals een krakende luidspreker).",tafels,negative
Review-g188636-d4170392_2:6_0,Het eten is echt lekker.,eten,positive
Review-g188636-d4170392_2:7_0,"Zoveel verschillende keuze, en de smaken zitten goed.",smaken,positive
Review-g188636-d4170392_2:7_1,"Zoveel verschillende keuze, en de smaken zitten goed.",keuze,positive
Review-g188636-d4170392_2:8_0,"Het concept op zich lijkt misschien eerst een beetje vreemd, en velen denken dat ze niet genoeg zullen hebben.",concept,negative
Review-g188636-d4170392_3:1_1,"Eten is perfect, we zijn er dol op en hebben ervan genoten en we komen ooit nog terug zonder twijfel!",eten,positive
Review-g188636-d4170392_3:2_0,"We mochten zoooveel eten, perfect!!!!",eten,positive
Review-g188636-d4170392_4:1_0,Shusi's zijn goed al moet men zelf kunnen beslissen of er wasabi en/of peper op zit.,shusi's,neutral
Review-g188636-d4170392_4:2_0,Warme gerechten komen uit magnetron vooral de spiezen en spareribs waren onsmakelijk.,spareribs,negative
Review-g188636-d4170392_4:2_1,Warme gerechten komen uit magnetron vooral de spiezen en spareribs waren onsmakelijk.,spiezen,negative
Review-g188636-d4170392_4:2_2,Warme gerechten komen uit magnetron vooral de spiezen en spareribs waren onsmakelijk.,warme gerechten,negative
Review-g188636-d4170392_4:3_0,Als je een frequent shusi eeter bent sla deze zaak dan over.,zaak,negative
Review-g188636-d4562380_1:1_0,"Aangetrokken door het leuke terras aan de straatzijde en de heerlijke kazen in de vitrine, besloten een lunch te doen in deze zaak.",kazen,positive
Review-g188636-d4562380_1:1_1,"Aangetrokken door het leuke terras aan de straatzijde en de heerlijke kazen in de vitrine, besloten een lunch te doen in deze zaak.",terras,positive
Review-g188636-d4562380_1:2_0,"Geen menukaart, maar gewoon kiezen tussen de lekkernijen in de koeltoog, ik nam een tortellini met pancetta aangeprezen door de uitbater, superlekker!",tortellini met pancetta,positive
Review-g188636-d4562380_1:3_0,Dit in combinatie met fijne muziek op de achtergrond en een heerlijk glas wit voor voor een zeer correcte prijs.,muziek,positive
Review-g188636-d4562380_1:3_1,Dit in combinatie met fijne muziek op de achtergrond en een heerlijk glas wit voor voor een zeer correcte prijs.,wit,positive
Review-g188636-d4562380_1:3_2,Dit in combinatie met fijne muziek op de achtergrond en een heerlijk glas wit voor voor een zeer correcte prijs.,wit,positive
Review-g188636-d4562380_2:2_0,Leuk adres voor n lunch maar ook voor iets lekkers te halen om thuis te eten of n lekker glas wijn te drinken met n assortimentje kaas erbij!,wijn,positive
Review-g188636-d4562380_2:2_1,Leuk adres voor n lunch maar ook voor iets lekkers te halen om thuis te eten of n lekker glas wijn te drinken met n assortimentje kaas erbij!,iets lekkers,positive
Review-g188636-d4562380_2:2_2,Leuk adres voor n lunch maar ook voor iets lekkers te halen om thuis te eten of n lekker glas wijn te drinken met n assortimentje kaas erbij!,adres,positive
Review-g188636-d4562380_2:6_0,"Probeer ook eens een van de zalige taarten of quiches, ze zijn om de vingers bij af te likken!",quiches,positive
Review-g188636-d4562380_2:6_1,"Probeer ook eens een van de zalige taarten of quiches, ze zijn om de vingers bij af te likken!",taarten,positive
Review-g188636-d4562380_3:1_0,De mooie locatie (Sint Jorispoort) trok ons naar het terrasje.,sint jorispoort,positive
Review-g188636-d4562380_3:2_0,Maar de bediening sloeg hier alles.,bediening,negative
Review-g188636-d4562380_3:3_0,"Het leek alsof we de kok stoorden, hoewel er naast ons niemand was.",kok,negative
Review-g188636-d4562380_3:9_0,Het enige waarvan we de prijs niet hadden gevraagd (5 euro voor een glas wijn konden we nog aanvaarden) was een stukje focaccia van 5x5 cm oftwel 3 happen.,focaccia,negative
Review-g188636-d4562380_3:9_1,Het enige waarvan we de prijs niet hadden gevraagd (5 euro voor een glas wijn konden we nog aanvaarden) was een stukje focaccia van 5x5 cm oftwel 3 happen.,wijn,neutral
Review-g188636-d4562380_3:11_0,"Wat de smaak betreft, waarmee zo gedweept wordt, was m'n soep even flauw als in de doorsnee brasseriekeuken.",soep,negative
Review-g188636-d4562380_3:13_0,"Bon, benieuwd hoe lang deze omhooggevallen zaak stand houdt...",zaak,negative
Review-g188636-d4562380_4:1_0,"Als je op zoek bent naar een originelere plaats om 's middags te lunchen, ben je hier aan het juiste adres.",plaats,positive
Review-g188636-d4562380_4:2_0,De winkel met open keuken is mooi ingericht en de uitbater is zeer vriendelijk en behulpzaam bij het kiezen van de maaltijd.,uitbater,positive
Review-g188636-d4562380_4:2_1,De winkel met open keuken is mooi ingericht en de uitbater is zeer vriendelijk en behulpzaam bij het kiezen van de maaltijd.,winkel met open keuken,positive
Review-g188636-d4562380_4:3_0,"Elke dag zijn er dagvers bereide soepen, lichte maaltijd-gerechten, quiches en er is ook een ruim aanbod van kazen.",kazen,positive
Review-g188636-d4562380_4:3_1,"Elke dag zijn er dagvers bereide soepen, lichte maaltijd-gerechten, quiches en er is ook een ruim aanbod van kazen.",soepen,positive
Review-g188636-d4562380_4:3_2,"Elke dag zijn er dagvers bereide soepen, lichte maaltijd-gerechten, quiches en er is ook een ruim aanbod van kazen.",maaltijd-gerechten,positive
Review-g188636-d4562380_4:6_0,"De soep was echt super en de kazen, die de uitbater geselecteerd had, was ook zeker in orde.",soep,positive
Review-g188636-d4562380_4:6_1,"De soep was echt super en de kazen, die de uitbater geselecteerd had, was ook zeker in orde.",kazen,positive
Review-g188636-d4579497_1:2_2,"Goe gegeten, goe gedronken, goeie service, eerlijke keuken, toffen baas--->leve de Steve!!",service,positive
Review-g188636-d4579497_1:2_3,"Goe gegeten, goe gedronken, goeie service, eerlijke keuken, toffen baas--->leve de Steve!!",keuken,positive
Review-g188636-d4579497_1:2_4,"Goe gegeten, goe gedronken, goeie service, eerlijke keuken, toffen baas--->leve de Steve!!",baas,positive
Review-g188636-d4579497_3:1_0,Leuk restaurantje.,restaurantje,positive
Review-g188636-d4579497_3:2_0,Inrichting is modern.,inrichting,positive
